Flow ID,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Total,Packet Count,Current Packet Length,Flow IAT Min,Flow IAT Max,Flow IAT Mean,Flow Duration,Label
10.0.2.16 31.13.80.34 60438 443 6,40,310,99.25,794,8,91,12984000.0,4675987000.0,1231380714.2857144,8619665000.000002,Messenger
31.13.80.34 10.0.2.16 443 60438 6,40,759,160.25,1282,8,40,16000000.0,4672000000.0,1231428428.5714283,8619999000.0,Messenger
31.13.80.8 10.0.2.16 443 54206 6,40,867,147.25,1178,8,40,0.0,56119999000.0,8032571285.714285,56227999000.0,Messenger
10.0.2.16 31.13.80.34 49590 443 6,40,314,113.0,904,8,40,20895000.0,10658992000.0,1834363714.285714,12840545999.999998,Messenger
31.13.80.34 10.0.2.16 443 49590 6,40,412,120.125,961,8,257,24000000.0,10656000000.0,1834857142.8571427,12844000000.0,Messenger
10.0.2.16 31.13.80.34 36250 443 6,40,318,100.25,802,8,91,8340999.999999999,10011844000.0,2560787571.428571,17925513000.0,Messenger
31.13.80.34 10.0.2.16 443 36250 6,40,763,160.75,1286,8,40,8000000.0,10012000000.0,2560571428.571428,17923999999.999996,Messenger
10.0.2.16 31.13.80.34 55294 443 6,40,312,113.0,904,8,40,2331000.0,4511560000.0,942285714.285714,6595999999.999999,Messenger
31.13.80.34 10.0.2.16 443 55294 6,40,412,120.125,961,8,257,12000000.0,4508000000.0,942285714.285714,6595999999.999999,Messenger
31.13.80.8 10.0.2.16 443 60476 6,40,867,147.25,1178,8,40,0.0,48095999000.0,6884571285.714285,48191998999.99999,Messenger
10.0.2.16 31.13.80.34 59650 443 6,40,315,99.875,799,8,91,17929000.0,4894346000.0,1231561142.8571427,8620928000.0,Messenger
31.13.80.34 10.0.2.16 443 59650 6,40,761,160.5,1284,8,40,20000000.0,4892000000.0,1232000000.0,8624000000.0,Messenger
31.13.80.8 10.0.2.16 443 41346 6,40,850,242.5,1940,8,850,0.0,56000000.0,9142857.142857144,64000000.0,Messenger
10.0.2.16 31.13.80.8 41346 443 6,153,1500,790.25,6322,8,1500,25000.0,59299000.0,8956285.714285713,62694000.0,Messenger
10.0.2.16 31.13.80.34 48054 443 6,40,313,99.625,797,8,91,12346000.0,4877220000.0,1241482428.5714288,8690377000.000002,Messenger
31.13.80.34 10.0.2.16 443 48054 6,40,761,160.5,1284,8,40,12000000.0,4872000000.0,1241714285.714286,8692000000.0,Messenger
10.0.2.16 31.13.80.34 42748 443 6,40,316,100.0,800,8,91,16924000.0,4877824000.0,1241345428.5714288,8689418000.000002,Messenger
31.13.80.34 10.0.2.16 443 42748 6,40,761,160.5,1284,8,40,16000000.0,4872000000.0,1241714285.714286,8692000000.0,Messenger
31.13.80.34 10.0.2.16 443 53120 6,40,761,217.75,1742,8,761,16000000.0,25087999000.0,3914285571.428572,27399999000.0,Messenger
10.0.2.16 31.13.80.34 53120 443 6,40,312,86.75,694,8,40,18536000.0,25087999000.0,3913835285.7142863,27396847000.000004,Messenger
31.13.80.34 10.0.2.16 443 34098 6,40,399,167.75,1342,8,66,12000000.0,25464000000.0,3922857142.8571424,27460000000.0,Messenger
10.0.2.16 31.13.80.34 34098 443 6,40,315,87.125,697,8,40,12000000.0,25461739000.0,3922857142.857143,27460000000.0,Messenger
31.13.80.34 10.0.2.16 443 42360 6,40,761,252.375,2019,8,761,8000000.0,25467999000.0,3929714142.857143,27507999000.0,Messenger
10.0.2.16 31.13.80.34 42360 443 6,40,314,87.0,696,8,40,9307000.0,25467999000.0,3929714142.857143,27507999000.0,Messenger
10.0.2.16 31.13.80.34 36466 443 6,40,315,99.875,799,8,91,28000000.0,4869761000.0,1237306857.1428568,8661147999.999998,Messenger
31.13.80.34 10.0.2.16 443 36466 6,40,761,160.5,1284,8,40,28000000.0,4864000000.0,1235999857.1428573,8651999000.0,Messenger
10.0.2.16 31.13.80.34 54690 443 6,40,315,113.75,910,8,40,15720999.999999998,10908000000.0,1850728428.5714283,12955098999.999998,Messenger
31.13.80.34 10.0.2.16 443 54690 6,40,413,120.25,962,8,257,12000000.0,10908000000.0,1851428571.428572,12960000000.0,Messenger
31.13.80.34 10.0.2.16 443 48186 6,40,66,46.5,372,8,66,0.0,44000000.0,6857142.857142857,48000000.0,Messenger
10.0.2.16 31.13.80.34 48186 443 6,40,377,231.25,1850,8,40,0.0,44000000.0,6857142.857142857,48000000.0,Messenger
31.13.80.8 10.0.2.16 443 56142 6,40,850,145.125,1161,8,40,0.0,48187998000.0,6897142571.428572,48279998000.0,Messenger
10.0.2.16 31.13.80.34 60822 443 6,40,315,113.25,906,8,40,9311000.0,1808215000.0,484571428.5714285,3392000000.0,Messenger
31.13.80.34 10.0.2.16 443 60822 6,40,760,163.625,1309,8,66,12000000.0,1804000000.0,484571428.5714286,3392000000.0000005,Messenger
31.13.80.34 10.0.2.16 443 56116 6,40,761,240.125,1921,8,761,20000000.0,25499999000.0,3939999857.142857,27579999000.0,Messenger
10.0.2.16 31.13.80.34 56116 443 6,40,314,87.0,696,8,40,21926000.0,25502789000.0,3939999857.1428576,27579999000.0,Messenger
31.13.80.8 10.0.2.16 443 55128 6,40,867,147.25,1178,8,40,0.0,47795998000.0,6841142571.428571,47887997999.99999,Messenger
10.0.2.16 31.13.80.34 41168 443 6,40,315,99.875,799,8,91,22427000.0,4868000000.0,1220571428.5714283,8544000000.000001,Messenger
31.13.80.34 10.0.2.16 443 41168 6,40,761,160.5,1284,8,40,20000000.0,4868000000.0,1220000000.0000002,8540000000.000001,Messenger
31.13.80.8 10.0.2.16 443 57200 6,40,850,145.125,1161,8,40,0.0,48191999000.0,6897142714.285714,48279999000.0,Messenger
10.0.2.16 31.13.80.34 33448 443 6,40,316,100.0,800,8,91,11990000.0,4853440000.0,1239440714.2857144,8676085000.0,Messenger
31.13.80.34 10.0.2.16 443 33448 6,40,759,160.25,1282,8,40,12000000.0,4848000000.0,1239428428.5714283,8675999000.0,Messenger
10.0.2.16 31.13.80.34 41590 443 6,40,316,100.0,800,8,91,1473000.0,4880610000.0,1238481428.5714288,8669370000.0,Messenger
31.13.80.34 10.0.2.16 443 41590 6,40,759,160.25,1282,8,40,4000000.0,4876000000.0,1238285714.2857144,8668000000.000002,Messenger
31.13.80.34 10.0.2.16 443 49674 6,40,972,295.375,2363,8,40,0.0,25555999000.0,3670285571.428571,25691999000.0,Messenger
10.0.2.16 31.13.80.34 49674 443 6,40,91,46.375,371,8,91,1430000.0,25557405000.0,3670984142.857143,25696889000.0,Messenger
31.13.80.8 10.0.2.16 443 43618 6,40,850,242.5,1940,8,40,0.0,60000000.0,10857142.857142856,76000000.0,Messenger
10.0.2.16 31.13.80.8 43618 443 6,158,1500,760.875,6087,8,201,-5046000.0,61035000.0,8993000.000000002,62951000.00000001,Messenger
10.0.2.16 31.13.80.34 45476 443 6,40,249,105.125,841,8,91,3241000.0,25942175000.0,4015396714.285714,28107777000.0,Messenger
31.13.80.34 10.0.2.16 443 45476 6,40,415,93.375,747,8,40,4000000.0,25939999000.0,4015428428.571428,28107999000.0,Messenger
31.13.80.34 10.0.2.16 443 34206 6,40,400,168.0,1344,8,66,0.0,25343999000.0,3916571285.714286,27415999000.0,Messenger
10.0.2.16 31.13.80.34 34206 443 6,40,316,87.25,698,8,40,2017000.0,25343899000.0,3915523571.428572,27408665000.000004,Messenger
10.0.2.16 31.13.80.34 46888 443 6,40,313,113.125,905,8,40,15959999.999999998,11168411000.0,1929142857.142857,13504000000.0,Messenger
31.13.80.34 10.0.2.16 443 46888 6,40,415,120.5,964,8,257,20000000.0,11164000000.0,1929142857.1428568,13503999999.999998,Messenger
10.0.2.16 31.13.80.34 43266 443 6,40,314,99.75,798,8,91,8227000.0,4639210000.0,1238177571.4285717,8667243000.0,Messenger
31.13.80.34 10.0.2.16 443 43266 6,40,759,160.25,1282,8,40,12000000.0,4636000000.0,1238285714.285714,8668000000.0,Messenger
31.13.80.34 10.0.2.16 443 47180 6,40,759,345.875,2767,8,415,16000000.0,18627999000.0,2700571285.714286,18903999000.0,Messenger
10.0.2.16 31.13.80.34 47180 443 6,40,248,66.0,528,8,40,17085000.0,18625511000.0,2700571285.714286,18903999000.0,Messenger
31.13.80.8 10.0.2.16 443 58682 6,40,867,147.25,1178,8,40,0.0,47959999000.0,6864571285.714286,48051999000.0,Messenger
10.0.2.16 31.13.80.34 40404 443 6,40,314,99.75,798,8,91,6884000.0,4890273000.0,1229407142.857143,8605850000.0,Messenger
31.13.80.34 10.0.2.16 443 40404 6,40,759,160.25,1282,8,40,8000000.0,4888000000.0,1228571285.714286,8599999000.0,Messenger
31.13.80.34 10.0.2.16 443 57004 6,40,759,205.375,1643,8,40,4000000.0,25464000000.0,4603428571.428571,32224000000.0,Messenger
10.0.2.16 31.13.80.34 57004 443 6,40,312,93.125,745,8,91,5192000.0,25469875000.0,4603753285.714285,32226273000.0,Messenger
31.13.80.8 10.0.2.16 443 38122 6,40,850,145.125,1161,8,40,0.0,48019999000.0,6873142714.285714,48111999000.0,Messenger
10.0.2.16 31.13.80.34 34808 443 6,40,314,99.75,798,8,91,8821000.0,4837429000.0,1229278428.5714283,8604949000.0,Messenger
31.13.80.34 10.0.2.16 443 34808 6,40,759,160.25,1282,8,40,12000000.0,4832000000.0,1229142857.1428573,8604000000.000002,Messenger
31.13.80.8 10.0.2.16 443 35824 6,40,867,147.25,1178,8,40,0.0,11055999000.0,1592571285.714286,11147999000.0,Messenger
31.13.80.34 10.0.2.16 443 37914 6,40,92,49.75,398,8,92,0.0,88000000.0,13142857.142857142,92000000.0,Messenger
10.0.2.16 31.13.80.34 37914 443 6,40,378,210.875,1687,8,40,0.0,88000000.0,13142857.142857142,92000000.0,Messenger
10.0.2.16 31.13.80.34 57354 443 6,40,315,99.875,799,8,91,13580000.0,4896000000.0,1222285571.4285717,8555999000.0,Messenger
31.13.80.34 10.0.2.16 443 57354 6,40,757,160.0,1280,8,40,4000000.0,4896000000.0,1222856999.9999998,8559998999.999999,Messenger
31.13.80.34 10.0.2.16 443 36564 6,40,759,205.375,1643,8,40,4000000.0,25403999000.0,4593142714.285713,32151999000.0,Messenger
10.0.2.16 31.13.80.34 36564 443 6,40,316,93.625,749,8,91,6512000.0,25405137000.0,4593412285.714286,32153886000.0,Messenger
31.13.80.8 10.0.2.16 443 57278 6,40,850,145.125,1161,8,40,0.0,48791999000.0,6978285571.428571,48847998999.99999,Messenger
10.0.2.16 31.13.80.34 59142 443 6,40,312,99.5,796,8,91,1386000.0,4892216000.0,1221614142.857143,8551299000.0,Messenger
31.13.80.34 10.0.2.16 443 59142 6,40,760,160.0,1280,8,40,4000000.0,4888000000.0,1221714285.714286,8552000000.0,Messenger
31.13.80.34 10.0.2.16 443 60734 6,40,761,205.375,1643,8,40,8000000.0,25460000000.0,4607428571.428572,32252000000.000004,Messenger
10.0.2.16 31.13.80.34 60734 443 6,40,311,93.0,744,8,91,4000000.0,25460000000.0,4607428571.428572,32252000000.000004,Messenger
31.13.80.8 10.0.2.16 443 42010 6,40,867,244.625,1957,8,40,0.0,3924000000.0,572571428.5714287,4008000000.0,Messenger
10.0.2.16 31.13.80.8 42010 443 6,40,1500,471.5,3772,8,89,-5658000.0,3876000000.0,565714285.7142857,3960000000.0,Messenger
10.0.2.16 31.13.80.34 58778 443 6,40,313,119.25,954,8,40,-4298000.0,14996316000.0,4009100142.857143,28063701000.0,Messenger
31.13.80.34 10.0.2.16 443 58778 6,40,66,46.5,372,8,66,0.0,14991999000.0,4009714142.857143,28067999000.0,Messenger
10.0.2.16 31.13.80.34 48036 443 6,40,315,113.0,904,8,40,8000000.0,24444000000.0,3784000000.0,26488000000.0,Messenger
31.13.80.34 10.0.2.16 443 48036 6,40,415,120.5,964,8,257,8000000.0,24444000000.0,3783428571.428571,26484000000.0,Messenger
31.13.80.34 10.0.2.16 443 59864 6,40,761,238.0,1904,8,761,32000000.0,25407999000.0,3916571285.714286,27415999000.0,Messenger
10.0.2.16 31.13.80.34 59864 443 6,40,312,86.75,694,8,40,32000000.0,25407999000.0,3916571285.714286,27415999000.0,Messenger
10.0.2.16 31.13.80.34 54748 443 6,40,314,113.125,905,8,40,3077000.0,9611712000.0,1694285571.4285712,11859998999.999998,Messenger
31.13.80.34 10.0.2.16 443 54748 6,40,419,121.0,968,8,257,8000000.0,9607999000.0,1694285571.4285712,11859998999.999998,Messenger
10.0.2.16 31.13.80.34 46452 443 6,40,314,99.75,798,8,91,27340000.0,4860000000.0,1267428571.4285717,8872000000.0,Messenger
31.13.80.34 10.0.2.16 443 46452 6,40,760,160.375,1283,8,40,20000000.0,4860000000.0,1267428571.4285717,8872000000.0,Messenger
31.13.80.8 10.0.2.16 443 41272 6,40,850,145.125,1161,8,40,0.0,47875999000.0,6852571285.714285,47967999000.0,Messenger
10.0.2.16 31.13.80.34 56842 443 6,40,313,113.0,904,8,40,698000.0,2496000000.0,635483142.8571428,4448382000.0,Messenger
31.13.80.34 10.0.2.16 443 56842 6,40,761,163.75,1310,8,66,4000000.0,2496000000.0,636000000.0,4452000000.0,Messenger
31.13.80.8 10.0.2.16 443 37252 6,40,850,145.125,1161,8,40,0.0,47179999000.0,6753142714.285714,47271999000.0,Messenger
10.0.2.16 31.13.80.34 48866 443 6,40,315,99.875,799,8,91,6271000.0,4865673000.0,1237237428.5714288,8660662000.0,Messenger
31.13.80.34 10.0.2.16 443 48866 6,40,761,160.5,1284,8,40,8000000.0,4860000000.0,1237142857.142857,8660000000.0,Messenger
31.13.80.8 10.0.2.16 443 55286 6,40,1034,271.875,2175,8,40,0.0,14439999000.0,2086857000.0,14607999000.0,Messenger
10.0.2.16 31.13.80.8 55286 443 6,40,1500,563.25,4506,8,1500,43000.0,14399999000.0,2086857000.0,14607999000.0,Messenger
31.13.80.34 10.0.2.16 443 37894 6,40,1307,438.25,3506,8,40,0.0,25495999000.0,3661142714.2857146,25627999000.000004,Messenger
10.0.2.16 31.13.80.34 37894 443 6,40,91,46.375,371,8,91,2784000.0,25495695000.0,3661516285.714286,25630614000.0,Messenger
10.0.2.16 31.13.80.34 33796 443 6,40,315,99.875,799,8,91,9385000.0,4865127000.0,1230815714.2857144,8615710000.0,Messenger
31.13.80.34 10.0.2.16 443 33796 6,40,760,160.125,1281,8,40,8000000.0,4860000000.0,1230857142.857143,8616000000.0,Messenger
10.0.2.16 31.13.80.34 49234 443 6,40,315,113.25,906,8,40,903000.0,26116000000.0,4027485000.0,28192395000.0,Messenger
31.13.80.34 10.0.2.16 443 49234 6,40,257,73.625,589,8,257,0.0,26120000000.0,4028000000.0,28196000000.0,Messenger
31.13.80.34 10.0.2.16 443 48646 6,40,399,167.75,1342,8,66,8000000.0,25547999000.0,3942285571.428571,27595999000.0,Messenger
10.0.2.16 31.13.80.34 48646 443 6,40,312,86.75,694,8,40,6495000.0,25546617000.0,3941424000.000001,27589968000.000004,Messenger
10.0.2.16 31.13.80.8 54526 443 6,40,1500,642.0,5136,8,649,-3947000.0,51074457000.0,7304442000.0,51131094000.0,Messenger
31.13.80.8 10.0.2.16 443 54526 6,40,867,143.375,1147,8,40,0.0,51071998000.0,7304571142.857142,51131997999.99999,Messenger
10.0.2.16 31.13.80.34 41386 443 6,40,314,99.75,798,8,91,11529000.0,10012427000.0,2537526428.5714283,17762684999.999996,Messenger
31.13.80.34 10.0.2.16 443 41386 6,40,760,160.375,1283,8,40,20000000.0,10011999000.0,2537142714.285714,17759999000.0,Messenger
31.13.80.34 10.0.2.16 443 35536 6,40,1307,434.875,3479,8,40,4000000.0,25412000000.0,3658857142.857143,25612000000.0,Messenger
10.0.2.16 31.13.80.34 35536 443 6,40,91,46.375,371,8,91,3190000.0,25403945000.0,3658857142.857144,25612000000.0,Messenger
10.0.2.16 31.13.80.34 34030 443 6,40,315,99.875,799,8,91,32977000.0,10016000000.0,2557714285.7142854,17903999999.999996,Messenger
31.13.80.34 10.0.2.16 443 34030 6,40,761,160.5,1284,8,40,24000000.0,10016000000.0,2557714285.714286,17904000000.0,Messenger
31.13.80.8 10.0.2.16 443 51090 6,40,867,147.25,1178,8,40,0.0,50251999000.0,7191999857.142857,50343999000.0,Messenger
10.0.2.16 31.13.80.34 52906 443 6,40,315,96.5,772,8,40,3415000.0,34396654000.0,5606485571.428571,39245398999.99999,Messenger
31.13.80.34 10.0.2.16 443 52906 6,40,66,46.25,370,8,40,4000000.0,34395999000.0,5606857000.0,39247999000.0,Messenger
10.0.2.16 31.13.80.34 33460 443 6,40,315,113.125,905,8,40,6872000.0,21545728000.0,3400571285.714286,23803999000.0,Messenger
31.13.80.34 10.0.2.16 443 33460 6,40,405,119.25,954,8,257,12000000.0,21539999000.0,3399428428.571429,23795999000.0,Messenger
10.0.2.16 31.13.80.34 59890 443 6,40,314,99.75,798,8,91,10178000.0,4876335000.0,1216997571.4285717,8518983000.0,Messenger
31.13.80.34 10.0.2.16 443 59890 6,40,759,160.25,1282,8,40,12000000.0,4872000000.0,1216571428.5714283,8516000000.0,Messenger
10.0.2.16 31.13.80.34 50370 443 6,40,313,118.875,951,8,40,12313000.0,8394838000.0,1846082142.8571427,12922575000.0,Messenger
31.13.80.34 10.0.2.16 443 50370 6,40,402,91.75,734,8,66,12000000.0,8396000000.000001,1846857142.857143,12928000000.0,Messenger
10.0.2.16 31.13.80.34 56258 443 6,40,314,99.75,798,8,91,4903000.0,4903972000.0,1254058428.5714283,8778409000.0,Messenger
31.13.80.34 10.0.2.16 443 56258 6,40,759,160.25,1282,8,40,4000000.0,4900000000.0,1253142857.142857,8772000000.0,Messenger
10.0.2.16 31.13.80.34 43034 443 6,40,315,113.375,907,8,40,19108000.0,3026415000.0,720455857.1428572,5043191000.0,Messenger
31.13.80.34 10.0.2.16 443 43034 6,40,759,163.5,1308,8,66,20000000.0,3028000000.0,721142857.1428572,5048000000.0,Messenger
10.0.2.16 31.13.80.34 54904 443 6,40,311,99.375,795,8,91,18313000.0,4476000000.0,1238857142.857143,8672000000.0,Messenger
31.13.80.34 10.0.2.16 443 54904 6,40,759,160.25,1282,8,40,12000000.0,4476000000.0,1237714285.714286,8664000000.0,Messenger
31.13.80.8 10.0.2.16 443 48172 6,40,850,145.125,1161,8,40,0.0,47995999000.0,6870285571.428572,48091999000.0,Messenger
10.0.2.16 31.13.80.34 58022 443 6,40,311,99.375,795,8,91,13713000.0,4869822000.0,1231024285.7142856,8617170000.0,Messenger
31.13.80.34 10.0.2.16 443 58022 6,40,759,160.25,1282,8,40,16000000.0,4864000000.0,1230857000.0,8615999000.0,Messenger
31.13.80.34 10.0.2.16 443 60368 6,40,400,168.0,1344,8,66,4000000.0,25556000000.0,3928000000.0,27496000000.0,Messenger
10.0.2.16 31.13.80.34 60368 443 6,40,311,86.625,693,8,40,4000000.0,25557513000.0,3928000000.0,27496000000.0,Messenger
31.13.80.34 10.0.2.16 443 34024 6,40,66,46.5,372,8,66,0.0,48000000.0,8571428.571428573,60000000.0,Messenger
10.0.2.16 31.13.80.34 34024 443 6,40,382,211.625,1693,8,40,0.0,48000000.0,8571428.571428573,60000000.0,Messenger
10.0.2.16 31.13.80.8 48196 443 6,40,1500,475.125,3801,8,40,-2538000.0,14570310000.0,2099428571.4285712,14696000000.0,Messenger
31.13.80.8 10.0.2.16 443 48196 6,40,867,246.75,1974,8,867,0.0,14568000000.0,2099428571.4285712,14696000000.0,Messenger
10.0.2.16 31.13.80.34 39130 443 6,40,313,99.625,797,8,91,8384000.000000001,4877749000.0,1224889428.5714283,8574225999.999999,Messenger
31.13.80.34 10.0.2.16 443 39130 6,40,759,160.25,1282,8,40,8000000.0,4871999000.0,1225142714.2857144,8575998999.999999,Messenger
10.0.2.16 31.13.80.8 46464 443 6,40,1500,630.0,5040,8,226,46000.0,29231112000.0,4184025428.571428,29288178000.0,Messenger
31.13.80.8 10.0.2.16 443 46464 6,40,867,143.375,1147,8,40,0.0,29228000000.0,4184000000.0,29288000000.0,Messenger
10.0.2.16 31.13.80.34 60580 443 6,40,315,99.875,799,8,91,9230000.0,4868039000.0,1232605142.8571427,8628236000.0,Messenger
31.13.80.34 10.0.2.16 443 60580 6,40,759,160.25,1282,8,40,12000000.0,4864000000.0,1232571428.5714283,8628000000.0,Messenger
10.0.2.16 31.13.80.34 47108 443 6,40,315,99.875,799,8,91,16877000.0,4886157000.0,1261277142.8571427,8828940000.0,Messenger
31.13.80.34 10.0.2.16 443 47108 6,40,759,160.25,1282,8,40,16000000.0,4884000000.0,1261714142.8571427,8831999000.0,Messenger
10.0.2.16 31.13.80.34 47472 443 6,40,313,112.875,903,8,40,4839000.0,10724612000.0,1821570285.7142851,12750991999.999998,Messenger
31.13.80.34 10.0.2.16 443 47472 6,40,413,120.25,962,8,257,4000000.0,10720000000.0,1822285714.285714,12755999999.999998,Messenger
10.0.2.16 31.13.80.34 41096 443 6,40,311,99.375,795,8,91,10092000.0,4861689000.0,1251369714.2857144,8759588000.0,Messenger
31.13.80.34 10.0.2.16 443 41096 6,40,758,159.875,1279,8,40,12000000.0,4856000000.0,1251428571.4285712,8760000000.0,Messenger
31.13.80.34 10.0.2.16 443 38452 6,40,760,205.25,1642,8,40,8000000.0,25468000000.0,4129142857.142857,28904000000.0,Messenger
10.0.2.16 31.13.80.34 38452 443 6,40,313,112.625,901,8,246,4000000.0,25456740000.0,4126962857.142858,28888740000.000004,Messenger
10.0.2.16 31.13.80.34 51812 443 6,40,315,99.875,799,8,91,-371000.0,4860142000.0,1242302857.142857,8696120000.0,Messenger
31.13.80.34 10.0.2.16 443 51812 6,40,761,160.5,1284,8,40,4000000.0,4856000000.0,1242857142.8571432,8700000000.000002,Messenger
31.13.80.8 10.0.2.16 443 48074 6,40,850,145.125,1161,8,40,0.0,48043998000.0,6887428285.714286,48211998000.0,Messenger
10.0.2.16 31.13.80.34 55118 443 6,40,315,99.875,799,8,91,2049000.0,4881051000.0,1244423000.0,8710961000.000002,Messenger
31.13.80.34 10.0.2.16 443 55118 6,40,761,160.5,1284,8,40,8000000.0,4876000000.0,1244571428.5714283,8712000000.0,Messenger
31.13.80.34 10.0.2.16 443 50376 6,40,399,184.0,1472,8,66,4000000.0,25540000000.0,3941142857.142857,27588000000.0,Messenger
10.0.2.16 31.13.80.34 50376 443 6,40,312,86.75,694,8,40,4000000.0,25540995000.0,3941142857.142857,27588000000.0,Messenger
31.13.80.8 10.0.2.16 443 58804 6,40,850,145.125,1161,8,40,0.0,47995999000.0,6868571285.714285,48079998999.99999,Messenger
10.0.2.16 31.13.80.34 52640 443 6,40,315,99.875,799,8,91,14307000.0,4879832000.0,1241699857.1428573,8691899000.000002,Messenger
31.13.80.34 10.0.2.16 443 52640 6,40,761,160.5,1284,8,40,12000000.0,4876000000.0,1242285714.285714,8696000000.0,Messenger
31.13.80.8 10.0.2.16 443 38062 6,40,850,145.125,1161,8,40,0.0,62063999000.0,8878285571.428572,62147999000.0,Messenger
10.0.2.16 31.13.80.34 36206 443 6,40,314,90.0,720,8,40,4185000.0,34337471000.0,7295548571.428572,51068840000.0,Messenger
31.13.80.34 10.0.2.16 443 36206 6,40,257,73.375,587,8,257,8000000.0,34335999000.0,7295999857.142856,51071998999.99999,Messenger
10.0.2.16 31.13.80.34 42714 443 6,40,313,112.875,903,8,40,10829000.0,24750863000.0,3821468857.1428576,26750282000.000004,Messenger
31.13.80.34 10.0.2.16 443 42714 6,40,417,120.75,966,8,257,8000000.0,24748000000.0,3822285714.2857146,26756000000.0,Messenger
31.13.80.8 10.0.2.16 443 53164 6,40,867,147.25,1178,8,40,0.0,47811999000.0,6842285571.428571,47895999000.0,Messenger
10.0.2.16 31.13.80.34 46136 443 6,40,311,99.375,795,8,91,7477000.0,4890115000.0,1242270285.7142856,8695891999.999998,Messenger
31.13.80.34 10.0.2.16 443 46136 6,40,760,160.375,1283,8,40,4000000.0,4884000000.0,1242285714.285714,8696000000.0,Messenger
10.0.2.16 31.13.80.34 57620 443 6,40,313,112.875,903,8,40,11333000.0,9572000000.0,1683061428.571429,11781430000.000002,Messenger
31.13.80.34 10.0.2.16 443 57620 6,40,417,120.75,966,8,257,8000000.0,9572000000.0,1683428571.4285712,11783999999.999998,Messenger
31.13.80.8 10.0.2.16 443 56722 6,40,850,242.5,1940,8,40,0.0,3864000000.0,565714285.7142857,3960000000.0,Messenger
10.0.2.16 31.13.80.8 56722 443 6,40,1500,471.75,3774,8,89,-1728000.0,3809695000.0,557714285.7142857,3904000000.000001,Messenger
10.0.2.16 31.13.80.34 49520 443 6,40,315,113.375,907,8,40,7922000.0,26092267000.0,4016571285.714286,28115999000.0,Messenger
31.13.80.34 10.0.2.16 443 49520 6,40,257,73.625,589,8,257,12000000.0,26087999000.0,4016571285.714286,28115999000.0,Messenger
10.0.2.16 31.13.80.8 34826 443 6,40,1500,466.125,3729,8,40,-5053000.0,53045967000.0,7594193857.142857,53159357000.0,Messenger
31.13.80.8 10.0.2.16 443 34826 6,40,850,242.5,1940,8,850,0.0,53039998000.0,7594856857.142858,53163998000.0,Messenger
10.0.2.16 31.13.80.34 46012 443 6,40,312,112.875,903,8,40,9807000.0,3027618000.0,720266142.8571427,5041862999.999999,Messenger
31.13.80.34 10.0.2.16 443 46012 6,40,761,163.75,1310,8,66,8000000.0,3028000000.0,721142857.1428572,5048000000.0,Messenger
10.0.2.16 31.13.80.34 35314 443 6,40,317,100.125,801,8,91,20378000.0,4732000000.0,1236000000.0000002,8652000000.000002,Messenger
31.13.80.34 10.0.2.16 443 35314 6,40,763,160.75,1286,8,40,12000000.0,4736000000.0,1236000000.0,8652000000.0,Messenger
10.0.2.16 31.13.80.34 51786 443 6,40,314,118.0,944,8,40,0.0,13441002000.0,2194857000.0,15363999000.0,Messenger
31.13.80.34 10.0.2.16 443 51786 6,40,302,106.375,851,8,257,0.0,13435999000.0,2194285571.428572,15359999000.000002,Messenger
31.13.80.8 10.0.2.16 443 48754 6,40,850,145.125,1161,8,40,0.0,47967999000.0,6864571285.714285,48051998999.99999,Messenger
31.13.80.34 10.0.2.16 443 48454 6,40,547,211.375,1691,8,257,8000000.0,25456000000.0,3946285714.285714,27624000000.0,Messenger
10.0.2.16 31.13.80.34 48454 443 6,40,314,87.0,696,8,40,14381000.0,25456000000.0,3946285714.285714,27624000000.0,Messenger
10.0.2.16 31.13.80.34 50654 443 6,40,316,100.0,800,8,91,7090000.0,4873105000.0,1223730000.0,8566110000.0,Messenger
31.13.80.34 10.0.2.16 443 50654 6,40,759,160.25,1282,8,40,8000000.0,4868000000.0,1224571428.5714283,8571999999.999999,Messenger
31.13.80.34 10.0.2.16 443 44588 6,66,401,181.125,1449,8,401,0.0,44000000.0,14857142.857142856,104000000.0,Messenger
10.0.2.16 31.13.80.34 44588 443 6,40,40,40.0,320,8,40,0.0,42249000.0,15447285.714285716,108131000.0,Messenger
31.13.80.8 10.0.2.16 443 44462 6,40,867,250.625,2005,8,40,0.0,58015998000.0,10371428285.714289,72599998000.0,Messenger
10.0.2.16 31.13.80.8 44462 443 6,40,1500,253.625,2029,8,40,0.0,58018475000.0,10371428285.714289,72599998000.0,Messenger
10.0.2.16 31.13.80.34 50744 443 6,40,315,119.25,954,8,40,-676000.0,9998935000.0,3245142857.1428566,22716000000.0,Messenger
31.13.80.34 10.0.2.16 443 50744 6,40,413,93.125,745,8,66,4000000.0,10000000000.0,3245142857.1428566,22716000000.0,Messenger
31.13.80.8 10.0.2.16 443 47086 6,40,867,147.25,1178,8,40,0.0,48107999000.0,6885142714.285714,48195999000.0,Messenger
10.0.2.16 13.248.212.111 43192 443 6,40,1236,519.25,4154,8,40,36000000.0,9876001000.0,2308571571.428571,16160000999.999998,Signal
13.248.212.111 10.0.2.16 443 43192 6,40,990,205.125,1641,8,163,36000000.0,9876001000.0,2308571571.428571,16160000999.999998,Signal
